 episode               m      robot_x      robot_y      goal_x       goal_y      g      f    t_h    t_m    t_s     ep
     369      79248    3.422e-03    1.631e-01    5.000e-01    1.800e+00   0   1          3   02   10    9.583e-01
     370      79297   -1.078e+00   -2.169e+00    7.000e-01   -1.900e+00   0   1          3   02   27    9.583e-01
     371      79340   -7.897e-01   -2.219e+00    5.000e-01   -1.500e+00   0   1          3   02   43    9.583e-01
     372      79379   -1.664e-02    1.225e-01    5.000e-01    1.800e+00   0   1          3   02   58    9.583e-01
     373      79432   -8.868e-01   -2.209e+00    5.000e-01   -1.500e+00   0   1          3   03   16    9.583e-01
     374      79497    9.694e-01   -1.286e+00    1.900e+00   -5.000e-01   0   1          3   03   39    9.583e-01
     375      79541   -8.005e-01   -2.206e+00    7.000e-01   -1.900e+00   0   1          3   03   55    9.583e-01
     376      79568   -4.243e-01   -1.302e+00    1.800e+00   -1.800e+00   0   1          3   04   05    9.583e-01
     377      79621   -3.003e-01    1.437e+00   -1.000e-01    1.600e+00   1   0          3   04   25    9.583e-01
     377      79671    9.871e-01   -7.064e-01    1.900e+00   -5.000e-01   0   1          3   04   45    9.583e-01
     378      79695   -1.856e+00   -5.782e-01   -2.000e+00   -8.000e-01   1   0          3   04   54    9.583e-01
     378      79730   -4.753e-03   -3.167e-01    6.000e-01    0.000e+00   0   1          3   05   06    9.583e-01
     379      79763   -3.669e-02   -1.920e-01    2.000e+00    1.500e+00   0   1          3   05   19    9.583e-01
     380      79820   -8.845e-01    1.245e+00   -1.000e+00    1.000e+00   1   0          3   05   39    9.583e-01
     380      79848   -1.102e+00   -7.700e-01   -1.300e+00   -9.000e-01   1   0          3   05   42    9.583e-01
     380      79909    1.007e+00   -5.910e-01    1.900e+00   -5.000e-01   0   1          3   06   02    9.583e-01
     381      79970   -2.808e-01    1.431e+00   -1.000e-01    1.600e+00   1   0          3   06   23    9.583e-01
     381      80290    2.401e-01    1.805e+00    5.000e-01    1.800e+00   1   0          3   06   50    9.583e-01
     381      80390   -9.558e-01   -1.785e+00   -1.000e+00   -2.000e+00   1   0          3   06   59    9.583e-01
     381      80407   -1.400e+00   -5.596e-01   -1.000e+00    1.000e+00   0   1          3   07   05    9.583e-01
     382      80480    2.741e-01    1.967e+00    5.000e-01    1.800e+00   1   0          3   07   32    9.583e-01
     382      80517   -1.279e+00    6.076e-01   -1.900e+00    1.100e+00   0   1          3   07   47    9.583e-01
     383      80559   -1.301e-02    5.388e-01    2.000e-01    1.500e+00   0   1          3   08   03    9.583e-01
     384      80582   -1.767e+00   -6.555e-01   -2.000e+00   -8.000e-01   1   0          3   08   11    9.583e-01
     384      80649    9.269e-01   -1.055e+00    1.900e+00   -5.000e-01   0   1          3   08   33    9.583e-01
     385      80686   -4.588e-02   -2.160e-01    2.000e+00    1.500e+00   0   1          3   08   47    9.583e-01
     386      80731   -1.247e+00    5.904e-01   -1.900e+00    1.100e+00   0   1          3   09   02    9.583e-01
     387      80758   -3.401e-01   -1.232e+00    0.000e+00   -1.000e+00   0   1          3   09   13    9.583e-01
     388      80804   -7.483e-01   -2.196e+00    7.000e-01   -1.900e+00   0   1          3   09   29    9.583e-01
     389      80840   -3.942e-01    2.718e-01   -5.000e-01    5.000e-01   1   0          3   09   41    9.583e-01
     389      80856   -1.361e+00   -5.276e-01    2.000e-01    1.500e+00   0   1          3   09   47    9.583e-01
     390      80898    4.339e-02   -4.183e-01    1.900e+00   -5.000e-01   0   1          3   10   02    9.583e-01
     391      80935   -1.911e-02   -2.310e-01    6.000e-01    0.000e+00   0   1          3   10   15    9.583e-01
     392      80977   -2.757e-02    4.605e-01    5.000e-01    1.800e+00   0   1          3   10   30    9.583e-01
     393      81024   -7.529e-01   -2.211e+00    7.000e-01   -1.900e+00   0   1          3   10   46    9.583e-01
     394      81077   -1.106e+00   -2.185e+00    1.800e+00   -1.800e+00   0   1          3   11   04    9.583e-01
     395      81128   -1.061e+00   -2.204e+00    5.000e-01   -1.500e+00   0   1          3   11   22    9.583e-01
     396      81188   -1.525e-01    1.340e+00   -1.000e-01    1.600e+00   1   0          3   11   43    9.583e-01
     396      81216   -1.037e+00   -8.000e-01   -1.300e+00   -9.000e-01   1   0          3   11   46    9.583e-01
     396      81261   -3.056e-02   -1.931e-01    2.000e+00    1.500e+00   0   1          3   12   02    9.583e-01
     397      81267   -1.081e+00   -7.730e-01   -1.300e+00   -9.000e-01   1   0          3   12   05    9.583e-01
     397      81399   -3.338e-01    2.861e-01   -5.000e-01    5.000e-01   1   0          3   12   18    9.583e-01
     397      81455   -5.130e-01    1.340e+00   -1.000e-01    1.600e+00   0   1          3   12   39    9.583e-01
     398      81481   -8.548e-01   -1.776e+00   -1.000e+00   -2.000e+00   1   0          3   12   50    9.583e-01
     398      81499   -1.400e+00   -5.459e-01   -5.000e-01    5.000e-01   0   1          3   12   55    9.583e-01
     399      81528   -1.211e+00   -1.831e+00   -1.000e+00   -2.000e+00   1   0          3   13   06    9.583e-01
     399      81612    1.021e+00   -1.586e+00    1.900e+00   -5.000e-01   0   1          3   13   33    9.583e-01
     400      81660   -8.616e-01   -2.204e+00    1.800e+00   -1.800e+00   0   1          3   13   50    9.583e-01
     401      81714   -8.055e-01    1.211e+00   -1.000e+00    1.000e+00   1   0          3   14   09    9.583e-01
     401      81730   -1.269e+00   -4.336e-01   -1.000e-01    1.600e+00   0   1          3   14   15    9.583e-01
     402      81755   -4.349e-01   -1.315e+00    1.800e+00   -1.800e+00   0   1          3   14   25    9.583e-01
     403      81764   -1.093e+00   -7.377e-01   -1.300e+00   -9.000e-01   1   0          3   14   29    9.583e-01
     403      81812   -7.695e-01   -2.205e+00    1.800e+00   -1.800e+00   0   1          3   14   45    9.583e-01
     404      81833   -1.741e+00   -6.997e-01   -2.000e+00   -8.000e-01   1   0          3   14   53    9.583e-01
     404      81849   -1.417e+00   -5.308e-01   -1.900e+00    1.100e+00   0   1          3   14   59    9.583e-01
     405      81882   -1.313e-02   -1.711e-01    6.000e-01    0.000e+00   0   1          3   15   11    9.583e-01
     406      81926   -1.267e+00    5.820e-01   -1.900e+00    1.100e+00   0   1          3   15   26    9.583e-01
     407      81990    4.171e-01    1.545e+00    5.000e-01    1.800e+00   1   0          3   15   51    9.583e-01
     407      82031   -4.724e-01   -2.209e+00    7.000e-01   -1.900e+00   0   1          3   16   07    9.583e-01
     408      82082   -1.090e+00   -2.190e+00    5.000e-01   -1.500e+00   0   1          3   16   24    9.583e-01
     409      82118   -2.399e-01    3.534e-01   -5.000e-01    5.000e-01   1   0          3   16   38    9.583e-01
     409      82314   -7.278e-01    9.149e-01   -1.000e+00    1.000e+00   1   0          3   16   54    9.583e-01
     409      82430   -2.528e-01   -9.460e-01    0.000e+00   -1.000e+00   1   0          3   17   05    9.583e-01
     409      82495    9.722e-01   -5.103e-01    1.900e+00   -5.000e-01   0   1          3   17   27    9.583e-01
     410      82568    2.367e-01    1.701e+00    5.000e-01    1.800e+00   1   0          3   17   51    9.583e-01
     410      82584   -1.414e+00   -5.084e-01    2.000e+00    1.500e+00   0   1          3   17   57    9.583e-01
     411      82598   -1.324e+00   -4.613e-01   -1.900e+00    1.100e+00   0   1          3   18   04    9.583e-01
     412      82646    9.859e-01   -7.807e-01    1.900e+00   -5.000e-01   0   1          3   18   23    9.583e-01
     413      82670   -1.747e+00   -9.473e-01   -2.000e+00   -8.000e-01   1   0          3   18   31    9.583e-01
     413      82890   -2.817e-01    1.401e+00   -1.000e-01    1.600e+00   1   0          3   18   50    9.583e-01
     413      82918   -1.041e+00   -8.263e-01   -1.300e+00   -9.000e-01   1   0          3   18   53    9.583e-01
     413      82971   -8.952e-01   -2.200e+00    0.000e+00   -1.000e+00   0   1          3   19   11    9.583e-01
     414      83021   -7.215e-01    9.169e-01   -1.000e+00    1.000e+00   1   0          3   19   26    9.583e-01
     414      83035   -1.395e+00   -5.344e-01    1.900e+00   -5.000e-01   0   1          3   19   32    9.583e-01
     415      83105   -1.058e+00   -7.819e-01   -1.300e+00   -9.000e-01   1   0          3   19   36    9.583e-01
     415      83150    2.305e-01   -4.523e-01    6.000e-01    0.000e+00   0   1          3   19   50    9.583e-01
     416      83196   -1.313e+00    7.047e-01   -1.900e+00    1.100e+00   0   1          3   20   06    9.583e-01
     417      83240   -7.377e-01    8.854e-01   -1.000e+00    1.000e+00   1   0          3   20   23    9.583e-01
     417      83316   -1.794e+00   -7.791e-01   -2.000e+00   -8.000e-01   1   0          3   20   31    9.583e-01
     417      83344   -4.943e-01   -1.388e+00    1.800e+00   -1.800e+00   0   1          3   20   41    9.583e-01
     418      83377    7.218e-03   -1.911e-01    6.000e-01    0.000e+00   0   1          3   20   53    9.583e-01
     419      83427   -8.840e-01   -2.205e+00    7.000e-01   -1.900e+00   0   1          3   21   12    9.583e-01
     420      83487    7.398e-02    1.311e+00    2.000e-01    1.500e+00   1   0          3   21   32    9.583e-01
     420      83520   -2.211e+00   -3.586e-01    6.000e-01    0.000e+00   0   1          3   21   44    9.583e-01
     421      83536   -1.429e+00   -5.312e-01    2.000e+00    1.500e+00   0   1          3   21   51    9.583e-01
     422      83605    2.060e-01    1.834e+00    5.000e-01    1.800e+00   1   0          3   22   17    9.583e-01
     422      83636   -2.403e-02   -2.227e-01    2.000e+00    1.500e+00   0   1          3   22   30    9.583e-01
     423      83683   -9.872e-01   -2.195e+00    1.800e+00   -1.800e+00   0   1          3   22   47    9.583e-01
     424      83728   -1.068e+00   -2.209e+00    5.000e-01   -1.500e+00   0   1          3   23   04    9.583e-01
     425      83754   -1.162e+00   -1.781e+00   -1.000e+00   -2.000e+00   1   0          3   23   14    9.583e-01
     425      83782   -1.085e+00   -7.998e-01   -1.300e+00   -9.000e-01   1   0          3   23   17    9.583e-01
     425      83886   -1.147e+00   -1.782e+00   -1.000e+00   -2.000e+00   1   0          3   23   27    9.583e-01
     425      83911   -4.066e-01   -1.308e+00    1.800e+00   -1.800e+00   0   1          3   23   37    9.583e-01
     426      83943    3.865e-02   -3.952e-01    6.000e-01    0.000e+00   0   1          3   23   49    9.583e-01
     427      83968   -4.143e-01   -1.311e+00    5.000e-01   -1.500e+00   0   1          3   23   59    9.583e-01
     428      83990   -1.708e+00   -8.126e-01   -2.000e+00   -8.000e-01   1   0          3   24   07    9.583e-01
     428      84158   -8.207e-01    8.017e-01   -1.000e+00    1.000e+00   1   0          3   24   22    9.583e-01
     428      84219    9.532e-01   -8.238e-01    1.900e+00   -5.000e-01   0   1          3   24   43    9.583e-01
     429      84263   -8.922e-01   -2.225e+00    7.000e-01   -1.900e+00   0   1          3   24   59    9.583e-01
     430      84303   -1.431e-02   -1.938e-01    6.000e-01    0.000e+00   0   1          3   25   13    9.583e-01
     431      84344   -1.247e+00    5.119e-01   -1.900e+00    1.100e+00   0   1          3   25   27    9.583e-01
     432      84385   -7.336e-01    9.326e-01   -1.000e+00    1.000e+00   1   0          3   25   44    9.583e-01
     432      84589   -1.642e+00    9.710e-01   -1.900e+00    1.100e+00   1   0          3   26   03    9.583e-01
     432      84681    1.967e+00   -2.192e-01    1.900e+00   -5.000e-01   1   0          3   26   37    9.583e-01
     432      84721   -1.290e+00    5.737e-01   -1.900e+00    1.100e+00   0   1          3   26   52    9.583e-01
     433      84736   -1.396e+00   -5.281e-01   -5.000e-01    5.000e-01   0   1          3   26   58    9.583e-01
     434      84770   -2.216e-01   -1.140e+00    0.000e+00   -1.000e+00   1   0          3   27   11    9.583e-01
     434      84815   -8.087e-01   -2.205e+00    5.000e-01   -1.500e+00   0   1          3   27   26    9.583e-01
     435      84836   -1.783e+00   -6.958e-01   -2.000e+00   -8.000e-01   1   0          3   27   35    9.583e-01
     435      84872   -2.188e+00   -3.446e-01    6.000e-01    0.000e+00   0   1          3   27   46    9.583e-01
     436      84910   -3.210e-01    3.582e-01   -5.000e-01    5.000e-01   1   0          3   28   00    9.583e-01
     436      84953   -3.340e-02    4.363e-02    2.000e+00    1.500e+00   0   1          3   28   15    9.583e-01
     437      84993   -1.312e+00    6.766e-01   -1.900e+00    1.100e+00   0   1          3   28   31    9.583e-01
     438      85022   -2.241e-01   -1.059e+00    0.000e+00   -1.000e+00   1   0          3   28   43    9.583e-01
     438      85190   -1.059e+00    7.436e-01   -1.000e+00    1.000e+00   1   0          3   28   58    9.583e-01
     438      85330   -3.222e-01    3.294e-01   -5.000e-01    5.000e-01   1   0          3   29   11    9.583e-01
     438      85490   -1.028e+00    7.200e-01   -1.000e+00    1.000e+00   1   0          3   29   26    9.583e-01
     438      85574   -1.745e+00   -7.977e-01   -2.000e+00   -8.000e-01   1   0          3   29   33    9.583e-01
     438      85592   -1.369e+00   -4.897e-01   -1.000e+00    1.000e+00   0   1          3   29   40    9.583e-01
     439      85615   -1.836e+00   -5.931e-01   -2.000e+00   -8.000e-01   1   0          3   29   49    9.583e-01
     439      85665   -7.611e-01   -2.224e+00    1.800e+00   -1.800e+00   0   1          3   30   06    9.583e-01
     440      85711   -1.403e+00    7.513e-01   -1.900e+00    1.100e+00   0   1          3   30   22    9.583e-01
     441      85797    7.748e-01    1.792e+00    5.000e-01    1.800e+00   1   0          3   30   51    9.583e-01
     441      85849   -4.322e-02    1.381e-01    2.000e+00    1.500e+00   0   1          3   31   08    9.583e-01
     442      85871   -1.817e+00   -6.417e-01   -2.000e+00   -8.000e-01   1   0          3   31   17    9.583e-01
     442      85917   -5.822e-01   -2.206e+00    7.000e-01   -1.900e+00   0   1          3   31   34    9.583e-01
     443      85974   -1.400e-01    1.334e+00   -1.000e-01    1.600e+00   1   0          3   31   54    9.583e-01
     443      86110   -4.708e-01    2.693e-01   -5.000e-01    5.000e-01   1   0          3   32   07    9.583e-01
     443      86338   -1.805e-01    1.360e+00   -1.000e-01    1.600e+00   1   0          3   32   27    9.583e-01
     443      86474   -2.755e-01   -1.063e+00    0.000e+00   -1.000e+00   1   0          3   32   39    9.583e-01
     443      86514   -2.033e-03    2.465e-02    2.000e+00    1.500e+00   0   1          3   32   53    9.583e-01
     444      86545   -2.503e-01   -1.145e+00    0.000e+00   -1.000e+00   1   0          3   33   05    9.583e-01
     444      86598   -5.325e-01   -2.188e+00    1.800e+00   -1.800e+00   0   1          3   33   23    9.583e-01
     445      86645   -1.050e+00   -2.195e+00    5.000e-01   -1.500e+00   0   1          3   33   40    9.583e-01
     446      86668   -1.760e+00   -7.755e-01   -2.000e+00   -8.000e-01   1   0          3   33   49    9.583e-01
     446      86720   -1.029e+00   -2.192e+00    1.800e+00   -1.800e+00   0   1          3   34   06    9.583e-01
     447      86727   -1.030e+00   -7.999e-01   -1.300e+00   -9.000e-01   1   0          3   34   10    9.583e-01
     447      86741   -1.300e+00   -4.796e-01   -1.900e+00    1.100e+00   0   1          3   34   15    9.583e-01
     448      86814    2.549e-01    1.767e+00    5.000e-01    1.800e+00   1   0          3   34   40    9.583e-01
     448      86838   -1.087e+00   -7.926e-01   -1.300e+00   -9.000e-01   1   0          3   34   43    9.583e-01
     448      86886   -1.319e+00    6.792e-01   -1.900e+00    1.100e+00   0   1          3   34   59    9.583e-01
     449      86934   -9.281e-01   -2.209e+00    7.000e-01   -1.900e+00   0   1          3   35   15    9.583e-01
     450      86971   -1.257e+00    5.749e-01   -1.900e+00    1.100e+00   0   1          3   35   28    9.583e-01
     451      86978   -1.079e+00   -8.260e-01   -1.300e+00   -9.000e-01   1   0          3   35   32    9.583e-01
     451      87039   -4.488e-01   -2.183e+00    1.800e+00   -1.800e+00   0   1          3   35   51    9.583e-01
     452      87084   -8.727e-01    8.141e-01   -1.000e+00    1.000e+00   1   0          3   36   06    9.583e-01
     452      87328    3.671e-01    1.609e+00    5.000e-01    1.800e+00   1   0          3   36   30    9.583e-01
     452      87532   -6.420e-02    1.510e+00    2.000e-01    1.500e+00   1   0          3   36   51    9.583e-01
     452      87581    9.768e-01   -6.402e-01    1.900e+00   -5.000e-01   0   1          3   37   10    9.583e-01
     453      87588   -1.030e+00   -8.000e-01   -1.300e+00   -9.000e-01   1   0          3   37   13    9.583e-01
     453      87732   -3.918e-01    3.030e-01   -5.000e-01    5.000e-01   1   0          3   37   26    9.583e-01
     453      87756   -1.050e+00   -7.998e-01   -1.300e+00   -9.000e-01   1   0          3   37   29    9.583e-01
     453      87800    1.736e-01   -4.678e-01    6.000e-01    0.000e+00   0   1          3   37   45    9.583e-01
     454      87856   -2.196e-02    1.356e+00    2.000e-01    1.500e+00   1   0          3   38   05    9.583e-01
     454      87898   -1.315e+00    6.679e-01   -1.900e+00    1.100e+00   0   1          3   38   20    9.583e-01
     455      87932   -7.215e-03   -2.356e-01    6.000e-01    0.000e+00   0   1          3   38   32    9.583e-01
     456      87988   -7.499e-02    1.443e+00    2.000e-01    1.500e+00   1   0          3   38   53    9.583e-01
     456      88012   -4.212e-01   -1.307e+00    5.000e-01   -1.500e+00   0   1          3   39   02    9.583e-01
     457      88059   -5.120e-01   -2.206e+00    1.800e+00   -1.800e+00   0   1          3   39   21    9.583e-01
     458      88121   -7.637e-02    1.442e+00    2.000e-01    1.500e+00   1   0          3   39   41    9.583e-01
     458      88159    3.008e-02   -3.189e-01    6.000e-01    0.000e+00   0   1          3   39   54    9.583e-01
     459      88186   -4.141e-01   -1.274e+00    5.000e-01   -1.500e+00   0   1          3   40   04    9.583e-01
     460      88242   -4.608e-02    1.367e+00   -1.000e-01    1.600e+00   1   0          3   40   24    9.583e-01
     460      88277   -3.769e-02   -2.744e-01    2.000e+00    1.500e+00   0   1          3   40   37    9.583e-01
     461      88309    2.717e-02   -1.874e-01    6.000e-01    0.000e+00   0   1          3   40   49    9.583e-01
     462      88371    4.222e-01    1.570e+00    5.000e-01    1.800e+00   1   0          3   41   13    9.583e-01
     462      88413   -1.281e+00    6.390e-01   -1.900e+00    1.100e+00   0   1          3   41   28    9.583e-01
     463      88481    9.657e-01   -1.441e+00    1.900e+00   -5.000e-01   0   1          3   41   52    9.583e-01
     464      88519   -2.632e-01    3.306e-01   -5.000e-01    5.000e-01   1   0          3   42   05    9.583e-01
     464      88562    1.596e-02    2.949e-01    2.000e+00    1.500e+00   0   1          3   42   20    9.583e-01
     465      88598   -1.100e+00    7.232e-01   -1.000e+00    1.000e+00   1   0          3   42   34    9.583e-01
     465      88834   -9.182e-02    1.349e+00   -1.000e-01    1.600e+00   1   0          3   42   54    9.583e-01
     465      88891    9.879e-01   -5.633e-01    1.900e+00   -5.000e-01   0   1          3   43   13    9.583e-01
     466      88945   -8.447e-02    1.334e+00   -1.000e-01    1.600e+00   1   0          3   43   33    9.583e-01
     466      88973   -4.238e-01   -1.315e+00    7.000e-01   -1.900e+00   0   1          3   43   42    9.583e-01
     467      88999   -2.143e-01   -1.200e+00    1.800e+00   -1.800e+00   0   1          3   43   53    9.583e-01
     468      89030   -4.808e-01    2.557e-01   -5.000e-01    5.000e-01   1   0          3   44   04    9.583e-01
     468      89084    9.655e-01   -1.306e+00    1.800e+00   -1.800e+00   0   1          3   44   23    9.583e-01
     469      89091   -1.030e+00   -8.090e-01   -1.300e+00   -9.000e-01   1   0          3   44   27    9.583e-01
     469      89118   -4.320e-01   -1.370e+00    7.000e-01   -1.900e+00   0   1          3   44   36    9.583e-01
     470      89141   -1.764e+00   -7.848e-01   -2.000e+00   -8.000e-01   1   0          3   44   45    9.583e-01
     470      89185   -1.322e+00    6.921e-01   -1.900e+00    1.100e+00   0   1          3   45   00    9.583e-01
     471      89250    1.883e-01    1.247e+00    2.000e-01    1.500e+00   1   0          3   45   23    9.583e-01
     471      89286   -3.512e-02   -2.122e-01    6.000e-01    0.000e+00   0   1          3   45   36    9.583e-01
     472      89341   -2.302e-03    1.353e+00    2.000e-01    1.500e+00   1   0          3   45   56    9.583e-01
     472      89364   -3.899e-01   -1.334e+00    7.000e-01   -1.900e+00   0   1          3   46   05    9.583e-01
     473      89421   -1.653e+00    1.006e+00   -1.900e+00    1.100e+00   1   0          3   46   24    9.583e-01
     473      89545   -3.790e-01    2.387e-01   -5.000e-01    5.000e-01   1   0          3   46   36    9.583e-01
     473      89597   -1.280e+00   -2.178e+00    1.800e+00   -1.800e+00   0   1          3   46   54    9.583e-01
     474      89640    1.478e-01   -4.675e-01    2.000e+00    1.500e+00   0   1          3   47   10    9.583e-01
     475      89647   -1.090e+00   -7.998e-01   -1.300e+00   -9.000e-01   1   0          3   47   13    9.583e-01
     475      89675   -3.921e-01   -1.287e+00    1.800e+00   -1.800e+00   0   1          3   47   23    9.583e-01
     476      89750    2.114e-01    1.828e+00    5.000e-01    1.800e+00   1   0          3   47   48    9.583e-01
     476      90002   -8.390e-02    1.429e+00    2.000e-01    1.500e+00   1   0          3   48   07    9.583e-01
     476      90230   -1.901e-01    1.324e+00   -1.000e-01    1.600e+00   1   0          3   48   26    9.583e-01
     476      90280   -1.003e+00   -2.195e+00    7.000e-01   -1.900e+00   0   1          3   48   43    9.583e-01
     477      90311   -4.029e-02   -1.660e-01    2.000e+00    1.500e+00   0   1          3   48   56    9.583e-01
     478      90350   -1.028e+00    7.429e-01   -1.000e+00    1.000e+00   1   0          3   49   09    9.583e-01
     478      90622    2.275e-01    1.801e+00    5.000e-01    1.800e+00   1   0          3   49   33    9.583e-01
     478      90692    9.544e-01   -1.299e+00    1.900e+00   -5.000e-01   0   1          3   49   56    9.583e-01
     479      90753   -4.938e-02    1.409e+00    2.000e-01    1.500e+00   1   0          3   50   16    9.583e-01
     479      90925   -1.092e+00    7.612e-01   -1.000e+00    1.000e+00   1   0          3   50   31    9.583e-01
     479      91153   -7.384e-02    1.348e+00   -1.000e-01    1.600e+00   1   0          3   50   49    9.583e-01
     479      91301   -3.753e-01    2.463e-01   -5.000e-01    5.000e-01   1   0          3   51   01    9.583e-01
     479      91457   -9.299e-01    7.705e-01   -1.000e+00    1.000e+00   1   0          3   51   14    9.583e-01
     479      91484   -3.994e-01   -1.267e+00    7.000e-01   -1.900e+00   0   1          3   51   24    9.583e-01
     480      91516   -1.642e-01   -8.161e-01    0.000e+00   -1.000e+00   1   0          3   51   35    9.583e-01
     480      91556   -2.126e-02   -2.361e-02    2.000e+00    1.500e+00   0   1          3   51   49    9.583e-01
     481      91621    1.020e+00   -4.029e-01    1.900e+00   -5.000e-01   0   1          3   52   10    9.583e-01
     482      91666    5.216e-04    5.848e-01    2.000e+00    1.500e+00   0   1          3   52   28    9.583e-01
     483      91700   -7.563e-01    4.112e-01   -5.000e-01    5.000e-01   1   0          3   52   40    9.583e-01
     483      91784   -1.748e+00   -7.621e-01   -2.000e+00   -8.000e-01   1   0          3   52   48    9.583e-01
     483      91916   -8.041e-01   -1.800e+00   -1.000e+00   -2.000e+00   1   0          3   52   58    9.583e-01
     483      91986    9.603e-01   -1.443e+00    1.900e+00   -5.000e-01   0   1          3   53   22    9.583e-01
     484      92033   -8.123e-01   -2.207e+00    7.000e-01   -1.900e+00   0   1          3   53   38    9.583e-01
     485      92065   -4.950e-01    2.324e-01   -5.000e-01    5.000e-01   1   0          3   53   49    9.583e-01
     485      92089   -1.082e+00   -7.928e-01   -1.300e+00   -9.000e-01   1   0          3   53   52    9.583e-01
     485      92128    1.855e-03   -6.426e-03    2.000e+00    1.500e+00   0   1          3   54   06    9.583e-01
     486      92134   -1.053e+00   -7.813e-01   -1.300e+00   -9.000e-01   1   0          3   54   09    9.583e-01
     486      92183   -1.084e+00   -2.176e+00    7.000e-01   -1.900e+00   0   1          3   54   27    9.583e-01
     487      92213   -2.321e-01   -8.755e-01    0.000e+00   -1.000e+00   1   0          3   54   39    9.583e-01
     487      92329   -4.335e-01    2.573e-01   -5.000e-01    5.000e-01   1   0          3   54   50    9.583e-01
     487      92392   -1.260e+00   -1.523e+00    5.000e-01   -1.500e+00   0   1          3   55   14    9.583e-01
     488      92420   -1.273e+00   -1.892e+00   -1.000e+00   -2.000e+00   1   0          3   55   25    9.583e-01
     488      92556   -4.065e-01    2.349e-01   -5.000e-01    5.000e-01   1   0          3   55   36    9.583e-01
     488      92588   -4.189e-01   -1.323e+00    1.800e+00   -1.800e+00   0   1          3   55   47    9.583e-01
     489      92622   -6.331e-03   -2.669e-01    6.000e-01    0.000e+00   0   1          3   56   00    9.583e-01
     490      92648   -1.822e+00   -9.562e-01   -2.000e+00   -8.000e-01   1   0          3   56   09    9.583e-01
     490      92928    2.872e-01    1.615e+00    5.000e-01    1.800e+00   1   0          3   56   32    9.583e-01
     490      93140   -1.664e+00    1.047e+00   -1.900e+00    1.100e+00   1   0          3   56   50    9.583e-01
     490      93380   -2.415e-01    1.422e+00   -1.000e-01    1.600e+00   1   0          3   57   09    9.583e-01
     490      93424    1.731e-01   -4.654e-01    6.000e-01    0.000e+00   0   1          3   57   24    9.583e-01
     491      93517    1.185e+00    1.329e+00    2.000e+00    1.500e+00   0   1          3   57   57    9.583e-01
     492      93535   -1.750e+00   -7.976e-01   -2.000e+00   -8.000e-01   1   0          3   58   05    9.583e-01
     492      93564   -4.448e-01   -1.403e+00    5.000e-01   -1.500e+00   0   1          3   58   16    9.583e-01
     493      93610   -1.548e-02    6.554e-02    2.000e+00    1.500e+00   0   1          3   58   31    9.583e-01
     494      93651    2.045e-01   -4.423e-01    6.000e-01    0.000e+00   0   1          3   58   46    9.583e-01
     495      93678   -3.607e-01    2.579e-01   -5.000e-01    5.000e-01   1   0          3   58   58    9.583e-01
     495      93770   -1.756e+00   -7.515e-01   -2.000e+00   -8.000e-01   1   0          3   59   06    9.583e-01
     495      93990   -2.528e-02    1.400e+00    2.000e-01    1.500e+00   1   0          3   59   25    9.583e-01
     495      94044   -1.253e+00   -2.184e+00    7.000e-01   -1.900e+00   0   1          3   59   43    9.583e-01
     496      94093   -9.734e-01   -2.180e+00    5.000e-01   -1.500e+00   0   1          4   00   00    9.583e-01
     497      94126   -9.360e-01    7.637e-01   -1.000e+00    1.000e+00   1   0          4   00   14    9.583e-01
     497      94168   -1.387e+00    7.244e-01   -1.900e+00    1.100e+00   0   1          4   00   30    9.583e-01
     498      94258   -9.967e-01   -2.197e+00    7.000e-01   -1.900e+00   0   1          4   01   00    9.583e-01
     499      94298    2.584e-02   -3.977e-01    6.000e-01    0.000e+00   0   1          4   01   13    9.583e-01
     500      94317   -1.740e+00   -7.123e-01   -2.000e+00   -8.000e-01   1   0          4   01   21    9.583e-01
     500      94372    2.659e-02   -3.998e-01    2.000e+00    1.500e+00   0   1          4   01   39    9.583e-01
     501      94395   -1.799e+00   -8.553e-01   -2.000e+00   -8.000e-01   1   0          4   01   48    9.583e-01
     501      94423   -1.054e+00   -7.930e-01   -1.300e+00   -9.000e-01   1   0          4   01   51    9.583e-01
     501      94671    3.197e-01    1.612e+00    5.000e-01    1.800e+00   1   0          4   02   13    9.583e-01
     501      94737    1.000e+00   -4.464e-01    1.900e+00   -5.000e-01   0   1          4   02   34    9.583e-01
     502      94766   -2.426e-01   -1.104e+00    0.000e+00   -1.000e+00   1   0          4   02   46    9.583e-01
     502      94962   -3.022e-02    1.387e+00   -1.000e-01    1.600e+00   1   0          4   03   05    9.583e-01
     502      95054   -8.336e-01   -1.822e+00   -1.000e+00   -2.000e+00   1   0          4   03   15    9.583e-01
     502      95262   -1.521e-01    1.368e+00   -1.000e-01    1.600e+00   1   0          4   03   34    9.583e-01
     502      95295   -3.408e-02   -2.505e-01    2.000e+00    1.500e+00   0   1          4   03   47    9.583e-01
     503      95357    9.634e-01   -8.207e-01    1.900e+00   -5.000e-01   0   1          4   04   07    9.583e-01
     504      95405   -9.229e-01   -2.193e+00    1.800e+00   -1.800e+00   0   1          4   04   24    9.583e-01
     505      95443   -3.537e-02   -1.069e-01    2.000e+00    1.500e+00   0   1          4   04   38    9.583e-01
     506      95492   -6.462e-01   -2.175e+00    7.000e-01   -1.900e+00   0   1          4   04   55    9.583e-01
