 episode               m      robot_x      robot_y      goal_x       goal_y      g      f    t_h    t_m    t_s     ep
     627     100000    2.510e-02    1.330e+00    2.000e-01    1.500e+00   1   0          5   13   26    9.583e-01
     627     100000   -3.641e-01   -1.282e+00    7.000e-01   -1.900e+00   0   1          5   13   37    9.583e-01
     628     100000    5.869e-01   -1.257e+00    5.000e-01   -1.500e+00   1   0          5   13   54    9.583e-01
     628     100000   -4.048e-01   -1.292e+00    7.000e-01   -1.900e+00   0   1          5   14   05    9.583e-01
     629     100000   -5.511e-01    2.545e-01   -5.000e-01    5.000e-01   1   0          5   14   17    9.583e-01
     629     100000   -1.757e+00   -8.153e-01   -2.000e+00   -8.000e-01   1   0          5   14   24    9.583e-01
     629     100000   -1.084e-01    1.338e+00   -1.000e-01    1.600e+00   1   0          5   14   44    9.583e-01
     629     100000   -2.744e-01   -1.022e+00    0.000e+00   -1.000e+00   1   0          5   14   53    9.583e-01
     629     100000   -1.040e+00   -1.742e+00   -1.000e+00   -2.000e+00   1   0          5   15   03    9.583e-01
     629     100000    4.223e-05    6.052e-01    2.000e+00    1.500e+00   0   1          5   15   22    9.583e-01
     630     100000   -2.227e-01   -9.954e-01    0.000e+00   -1.000e+00   1   0          5   15   32    9.583e-01
     630     100000   -3.584e-02    1.336e+00    2.000e-01    1.500e+00   1   0          5   15   52    9.583e-01
     630     100000   -5.690e-01    2.421e-01   -5.000e-01    5.000e-01   1   0          5   16   04    9.583e-01
     630     100000   -9.929e-01    7.235e-01   -1.000e+00    1.000e+00   1   0          5   16   18    9.583e-01
     630     100000   -9.077e-01   -2.186e+00    7.000e-01   -1.900e+00   0   1          5   16   37    9.583e-01
     631     100000   -5.791e-01    2.447e-01   -5.000e-01    5.000e-01   1   0          5   16   48    9.583e-01
     631     100000   -3.226e-01   -1.216e+00    7.000e-01   -1.900e+00   0   1          5   17   00    9.583e-01
     632     100000   -1.643e+00    1.044e+00   -1.900e+00    1.100e+00   1   0          5   17   19    9.583e-01
     632     100000   -9.864e-01    7.621e-01   -1.000e+00    1.000e+00   1   0          5   17   33    9.583e-01
     632     100000   -1.638e+00    1.057e+00   -1.900e+00    1.100e+00   1   0          5   17   53    9.583e-01
     632     100000   -2.286e-02    1.365e+00    2.000e-01    1.500e+00   1   0          5   18   12    9.583e-01
     632     100000   -3.370e-02    3.291e-01    2.000e+00    1.500e+00   0   1          5   18   28    9.583e-01
     633     100000    2.885e-01    1.655e+00    5.000e-01    1.800e+00   1   0          5   18   52    9.583e-01
     633     100000   -4.345e-01   -1.341e+00    7.000e-01   -1.900e+00   0   1          5   19   02    9.583e-01
     634     100000   -1.771e+00   -9.158e-01   -2.000e+00   -8.000e-01   1   0          5   19   11    9.583e-01
     634     100000   -3.738e-01   -1.258e+00    1.800e+00   -1.800e+00   0   1          5   19   21    9.583e-01
     635     100000   -3.665e-01   -1.243e+00    7.000e-01   -1.900e+00   0   1          5   19   32    9.583e-01
     636     100000    2.514e-01    1.695e+00    5.000e-01    1.800e+00   1   0          5   19   57    9.583e-01
     636     100000   -5.024e-01    2.152e-01   -5.000e-01    5.000e-01   1   0          5   20   07    9.583e-01
     636     100000   -3.057e-01   -1.197e+00    1.800e+00   -1.800e+00   0   1          5   20   18    9.583e-01
     637     100000   -1.060e+00   -7.999e-01   -1.300e+00   -9.000e-01   1   0          5   20   22    9.583e-01
     637     100000   -1.736e+00   -7.733e-01   -2.000e+00   -8.000e-01   1   0          5   20   29    9.583e-01
     637     100000    4.244e-02    8.135e-01    2.000e+00    1.500e+00   0   1          5   20   49    9.583e-01
     638     100000   -5.914e-01    2.627e-01   -5.000e-01    5.000e-01   1   0          5   20   59    9.583e-01
     638     100000   -1.732e+00   -7.874e-01   -2.000e+00   -8.000e-01   1   0          5   21   08    9.583e-01
     638     100000    1.704e-01   -4.367e-01    6.000e-01    0.000e+00   0   1          5   21   24    9.583e-01
     639     100000   -2.083e-02    6.412e-01    2.000e+00    1.500e+00   0   1          5   21   41    9.583e-01
     640     100000   -5.894e-01    2.937e-01   -5.000e-01    5.000e-01   1   0          5   21   53    9.583e-01
     640     100000   -2.088e-01   -1.027e+00    0.000e+00   -1.000e+00   1   0          5   22   04    9.583e-01
     640     100000    1.696e+00   -3.232e-01    1.900e+00   -5.000e-01   1   0          5   22   31    9.583e-01
     640     100000   -1.112e+00   -7.919e-01   -1.300e+00   -9.000e-01   1   0          5   22   35    9.583e-01
     640     100000   -1.684e+00    9.296e-01   -1.900e+00    1.100e+00   1   0          5   22   54    9.583e-01
     640     100000   -6.573e-01    2.920e-01   -5.000e-01    5.000e-01   1   0          5   23   05    9.583e-01
     640     100000   -9.731e-01    7.365e-01   -1.000e+00    1.000e+00   1   0          5   23   20    9.583e-01
     640     100000   -2.486e-01   -1.031e+00    0.000e+00   -1.000e+00   1   0          5   23   31    9.583e-01
     640     100000    1.784e-01   -4.588e-01    6.000e-01    0.000e+00   0   1          5   23   45    9.583e-01
     641     100000   -1.699e+00    1.016e+00   -1.900e+00    1.100e+00   1   0          5   24   05    9.583e-01
     641     100000   -6.220e-01    2.999e-01   -5.000e-01    5.000e-01   1   0          5   24   16    9.583e-01
     641     100000   -1.746e+00   -7.996e-01   -2.000e+00   -8.000e-01   1   0          5   24   24    9.583e-01
     641     100000   -2.673e-01   -1.072e+00    0.000e+00   -1.000e+00   1   0          5   24   34    9.583e-01
     641     100000   -1.052e+00   -7.936e-01   -1.300e+00   -9.000e-01   1   0          5   24   37    9.583e-01
     641     100000   -2.176e-01    1.365e+00   -1.000e-01    1.600e+00   1   0          5   24   57    9.583e-01
     641     100000   -1.068e+00   -8.334e-01   -1.300e+00   -9.000e-01   1   0          5   25   00    9.583e-01
     641     100000    2.630e-01    1.663e+00    5.000e-01    1.800e+00   1   0          5   25   27    9.583e-01
     641     100000   -3.430e-01   -1.238e+00    7.000e-01   -1.900e+00   0   1          5   25   37    9.583e-01
     642     100000   -1.343e+00    7.142e-01   -1.900e+00    1.100e+00   0   1          5   25   52    9.583e-01
     643     100000   -4.447e-01   -1.344e+00    7.000e-01   -1.900e+00   0   1          5   26   03    9.583e-01
     644     100000   -7.181e-03    1.372e+00    2.000e-01    1.500e+00   1   0          5   26   24    9.583e-01
     644     100000   -5.255e-02   -1.223e+00    5.000e-01   -1.500e+00   0   1          5   26   36    9.583e-01
     645     100000    1.036e+00   -3.562e-01    1.900e+00   -5.000e-01   0   1          5   26   57    9.583e-01
     646     100000   -1.547e-02    7.099e-01    2.000e+00    1.500e+00   0   1          5   27   15    9.583e-01
     647     100000    5.379e-02    1.292e+00    2.000e-01    1.500e+00   1   0          5   27   36    9.583e-01
     647     100000   -3.617e-01   -1.218e+00    1.800e+00   -1.800e+00   0   1          5   27   46    9.583e-01
     648     100000    1.083e+00   -3.534e-01    1.900e+00   -5.000e-01   0   1          5   28   08    9.583e-01
     649     100000   -1.733e+00   -7.324e-01   -2.000e+00   -8.000e-01   1   0          5   28   16    9.583e-01
     649     100000    1.133e+00   -3.544e-01    1.900e+00   -5.000e-01   0   1          5   28   37    9.583e-01
     650     100000   -2.457e-01   -1.057e+00    0.000e+00   -1.000e+00   1   0          5   28   48    9.583e-01
     650     100000    1.797e+00    1.356e+00    2.000e+00    1.500e+00   1   0          5   29   21    9.583e-01
     650     100000   -3.337e-01   -1.213e+00    1.800e+00   -1.800e+00   0   1          5   29   30    9.583e-01
     651     100000   -1.095e+00   -7.999e-01   -1.300e+00   -9.000e-01   1   0          5   29   34    9.583e-01
     651     100000   -6.636e-01    2.922e-01   -5.000e-01    5.000e-01   1   0          5   29   45    9.583e-01
     651     100000   -2.030e-01   -8.974e-01    0.000e+00   -1.000e+00   1   0          5   29   55    9.583e-01
     651     100000    1.723e+00   -3.034e-01    1.900e+00   -5.000e-01   1   0          5   30   22    9.583e-01
     651     100000    1.826e+00   -2.054e+00    1.800e+00   -1.800e+00   1   0          5   30   50    9.583e-01
     651     100000    1.076e+00   -3.806e-01    1.900e+00   -5.000e-01   0   1          5   31   13    9.583e-01
     652     100000   -3.431e-02    6.882e-01    2.000e+00    1.500e+00   0   1          5   31   32    9.583e-01
     653     100000    2.799e-01    1.667e+00    5.000e-01    1.800e+00   1   0          5   31   59    9.583e-01
     653     100000   -2.832e-01   -1.187e+00    5.000e-01   -1.500e+00   0   1          5   32   09    9.583e-01
     654     100000   -9.713e-01   -1.790e+00   -1.000e+00   -2.000e+00   1   0          5   32   19    9.583e-01
     654     100000   -1.771e-01    1.316e+00   -1.000e-01    1.600e+00   1   0          5   32   40    9.583e-01
     654     100000   -1.487e-03    1.286e+00    2.000e-01    1.500e+00   1   0          5   33   00    9.583e-01
     654     100000    1.598e+00   -1.819e+00    1.800e+00   -1.800e+00   1   0          5   33   25    9.583e-01
     654     100000    2.733e-01   -4.486e-01    6.000e-01    0.000e+00   0   1          5   33   42    9.583e-01
     655     100000    3.075e-01   -1.357e+00    5.000e-01   -1.500e+00   1   0          5   33   57    9.583e-01
     655     100000   -1.738e+00   -7.680e-01   -2.000e+00   -8.000e-01   1   0          5   34   04    9.583e-01
     655     100000    5.953e-02    1.294e+00    2.000e-01    1.500e+00   1   0          5   34   24    9.583e-01
     655     100000   -2.426e-01   -9.766e-01    0.000e+00   -1.000e+00   1   0          5   34   35    9.583e-01
     655     100000   -1.929e-01    1.359e+00   -1.000e-01    1.600e+00   1   0          5   34   55    9.583e-01
     655     100000   -6.332e-01    2.811e-01   -5.000e-01    5.000e-01   1   0          5   35   06    9.583e-01
     655     100000   -1.084e+00   -8.066e-01   -1.300e+00   -9.000e-01   1   0          5   35   09    9.583e-01
     655     100000   -1.734e+00   -8.151e-01   -2.000e+00   -8.000e-01   1   0          5   35   17    9.583e-01
     655     100000    5.534e-02    1.307e+00    2.000e-01    1.500e+00   1   0          5   35   36    9.583e-01
     655     100000   -1.089e+00   -7.912e-01   -1.300e+00   -9.000e-01   1   0          5   35   39    9.583e-01
     655     100000   -3.748e-01   -1.251e+00    5.000e-01   -1.500e+00   0   1          5   35   49    9.583e-01
     656     100000   -1.060e+00   -7.999e-01   -1.300e+00   -9.000e-01   1   0          5   35   53    9.583e-01
     656     100000   -2.919e-01   -9.804e-01    0.000e+00   -1.000e+00   1   0          5   36   02    9.583e-01
     656     100000    3.615e-02   -3.401e-01    6.000e-01    0.000e+00   0   1          5   36   19    9.583e-01
     657     100000   -9.999e-03    1.363e+00    2.000e-01    1.500e+00   1   0          5   36   40    9.583e-01
     657     100000    1.796e+00   -2.761e-01    1.900e+00   -5.000e-01   1   0          5   37   07    9.583e-01
     657     100000    2.964e-01    1.671e+00    5.000e-01    1.800e+00   1   0          5   37   29    9.583e-01
     657     100000   -9.084e-01   -1.767e+00   -1.000e+00   -2.000e+00   1   0          5   37   39    9.583e-01
     657     100000   -3.082e-02    6.191e-01    2.000e+00    1.500e+00   0   1          5   37   56    9.583e-01
     658     100000   -1.055e+00   -8.244e-01   -1.300e+00   -9.000e-01   1   0          5   38   00    9.583e-01
     658     100000   -6.929e-01    3.242e-01   -5.000e-01    5.000e-01   1   0          5   38   11    9.583e-01
     658     100000    1.698e-01    1.238e+00    2.000e-01    1.500e+00   1   0          5   38   32    9.583e-01
     658     100000   -4.376e-01    2.648e-01   -5.000e-01    5.000e-01   1   0          5   38   43    9.583e-01
     658     100000   -8.228e-02    1.363e+00   -1.000e-01    1.600e+00   1   0          5   39   02    9.583e-01
     658     100000    4.110e-01    1.554e+00    5.000e-01    1.800e+00   1   0          5   39   26    9.583e-01
     658     100000   -1.710e+00    9.039e-01   -1.900e+00    1.100e+00   1   0          5   39   45    9.583e-01
     658     100000   -9.361e-01   -1.784e+00   -1.000e+00   -2.000e+00   1   0          5   39   54    9.583e-01
     658     100000    4.402e-01   -1.234e+00    5.000e-01   -1.500e+00   1   0          5   40   10    9.583e-01
     658     100000   -4.796e-02   -2.241e-01    6.000e-01    0.000e+00   0   1          5   40   24    9.583e-01
     659     100000    4.642e-01   -1.227e+00    5.000e-01   -1.500e+00   1   0          5   40   43    9.583e-01
     659     100000   -1.299e+00    6.997e-01   -1.900e+00    1.100e+00   0   1          5   40   59    9.583e-01
     660     100000    1.629e+00   -5.053e-01    1.900e+00   -5.000e-01   1   0          5   41   27    9.583e-01
     660     100000    2.271e-01   -1.430e+00    5.000e-01   -1.500e+00   1   0          5   41   42    9.583e-01
     660     100000    1.179e+00   -3.488e-01    1.900e+00   -5.000e-01   0   1          5   42   07    9.583e-01
     661     100000   -1.667e-02    7.116e-01    2.000e+00    1.500e+00   0   1          5   42   26    9.583e-01
     662     100000    2.700e-01   -1.429e+00    5.000e-01   -1.500e+00   1   0          5   42   41    9.583e-01
     662     100000    3.187e-01    1.642e+00    5.000e-01    1.800e+00   1   0          5   43   06    9.583e-01
     662     100000   -1.716e+00   -8.072e-01   -2.000e+00   -8.000e-01   1   0          5   43   15    9.583e-01
     662     100000    1.574e+00   -1.861e+00    1.800e+00   -1.800e+00   1   0          5   43   41    9.583e-01
     662     100000   -1.360e+00    6.846e-01   -1.900e+00    1.100e+00   0   1          5   43   58    9.583e-01
     663     100000   -9.361e-01    8.138e-01   -1.000e+00    1.000e+00   1   0          5   44   14    9.583e-01
     663     100000    1.350e+00    1.266e+00    2.000e+00    1.500e+00   0   1          5   44   44    9.583e-01
     664     100000    3.004e-01    1.627e+00    5.000e-01    1.800e+00   1   0          5   45   08    9.583e-01
     664     100000    9.777e-01   -1.564e+00    1.800e+00   -1.800e+00   0   1          5   45   31    9.583e-01
     665     100000    5.210e-01   -1.707e+00    7.000e-01   -1.900e+00   1   0          5   45   51    9.583e-01
     665     100000   -1.003e+00    7.244e-01   -1.000e+00    1.000e+00   1   0          5   46   05    9.583e-01
     665     100000    1.297e-01   -4.426e-01    6.000e-01    0.000e+00   0   1          5   46   20    9.583e-01
     666     100000    3.516e-01    1.628e+00    5.000e-01    1.800e+00   1   0          5   46   44    9.583e-01
     666     100000   -3.530e-01   -1.238e+00    7.000e-01   -1.900e+00   0   1          5   46   54    9.583e-01
     667     100000   -9.404e-01   -1.758e+00   -1.000e+00   -2.000e+00   1   0          5   47   04    9.583e-01
     667     100000   -1.704e+00    1.008e+00   -1.900e+00    1.100e+00   1   0          5   47   24    9.583e-01
     667     100000   -2.387e-01   -1.057e+00    0.000e+00   -1.000e+00   1   0          5   47   34    9.583e-01
     667     100000    1.240e+00   -3.413e-01    1.900e+00   -5.000e-01   0   1          5   47   59    9.583e-01
     668     100000   -1.042e+00   -1.740e+00   -1.000e+00   -2.000e+00   1   0          5   48   10    9.583e-01
     668     100000   -8.843e-01    7.699e-01   -1.000e+00    1.000e+00   1   0          5   48   24    9.583e-01
     668     100000   -1.063e+00   -8.034e-01   -1.300e+00   -9.000e-01   1   0          5   48   27    9.583e-01
     668     100000    1.689e+00   -3.646e-01    1.900e+00   -5.000e-01   1   0          5   48   53    9.583e-01
     668     100000   -9.936e-01    7.437e-01   -1.000e+00    1.000e+00   1   0          5   49   07    9.583e-01
     668     100000   -2.865e-01   -9.631e-01    0.000e+00   -1.000e+00   1   0          5   49   18    9.583e-01
     668     100000   -1.408e+00    7.823e-01   -1.900e+00    1.100e+00   0   1          5   49   33    9.583e-01
     669     100000    6.707e-01   -1.653e+00    7.000e-01   -1.900e+00   1   0          5   49   52    9.583e-01
     669     100000   -1.079e+00   -7.919e-01   -1.300e+00   -9.000e-01   1   0          5   49   55    9.583e-01
     669     100000   -1.083e-01    1.338e+00   -1.000e-01    1.600e+00   1   0          5   50   14    9.583e-01
     669     100000    3.510e-01    1.548e+00    5.000e-01    1.800e+00   1   0          5   50   37    9.583e-01
     669     100000    1.666e+00   -3.436e-01    1.900e+00   -5.000e-01   1   0          5   51   04    9.583e-01
     669     100000   -5.520e-01    2.423e-01   -5.000e-01    5.000e-01   1   0          5   51   15    9.583e-01
     669     100000   -9.696e-01    7.557e-01   -1.000e+00    1.000e+00   1   0          5   51   28    9.583e-01
     669     100000    3.804e-01    1.590e+00    5.000e-01    1.800e+00   1   0          5   51   52    9.583e-01
     669     100000   -1.388e-01    1.333e+00   -1.000e-01    1.600e+00   1   0          5   52   12    9.583e-01
     669     100000   -1.050e+00   -8.003e-01   -1.300e+00   -9.000e-01   1   0          5   52   15    9.583e-01
     669     100000   -2.157e-02    6.295e-01    2.000e+00    1.500e+00   0   1          5   52   34    9.583e-01
     670     100000   -1.065e+00   -7.999e-01   -1.300e+00   -9.000e-01   1   0          5   52   38    9.583e-01
     670     100000   -1.676e+00    9.967e-01   -1.900e+00    1.100e+00   1   0          5   52   57    9.583e-01
     670     100000   -1.763e+00   -7.947e-01   -2.000e+00   -8.000e-01   1   0          5   53   05    9.583e-01
     670     100000   -1.006e+00    7.540e-01   -1.000e+00    1.000e+00   1   0          5   53   20    9.583e-01
     670     100000    1.685e+00   -3.548e-01    1.900e+00   -5.000e-01   1   0          5   53   46    9.583e-01
     670     100000   -1.080e+00   -7.993e-01   -1.300e+00   -9.000e-01   1   0          5   53   49    9.583e-01
     670     100000   -9.142e-01   -1.763e+00   -1.000e+00   -2.000e+00   1   0          5   53   59    9.583e-01
     670     100000   -1.726e+00    9.010e-01   -1.900e+00    1.100e+00   1   0          5   54   17    9.583e-01
     670     100000   -2.306e-01   -8.564e-01    0.000e+00   -1.000e+00   1   0          5   54   27    9.583e-01
     670     100000   -8.929e-01   -1.765e+00   -1.000e+00   -2.000e+00   1   0          5   54   37    9.583e-01
     670     100000   -1.052e+00   -7.936e-01   -1.300e+00   -9.000e-01   1   0          5   54   40    9.583e-01
     670     100000   -1.384e+00    7.834e-01   -1.900e+00    1.100e+00   0   1          5   54   56    9.583e-01
     671     100000   -9.095e-01   -1.751e+00   -1.000e+00   -2.000e+00   1   0          5   55   06    9.583e-01
     671     100000   -9.839e-01    7.155e-01   -1.000e+00    1.000e+00   1   0          5   55   21    9.583e-01
     671     100000   -1.049e+00   -8.162e-01   -1.300e+00   -9.000e-01   1   0          5   55   24    9.583e-01
     671     100000    4.587e-02    1.287e+00    2.000e-01    1.500e+00   1   0          5   55   45    9.583e-01
     671     100000   -1.653e+00    1.047e+00   -1.900e+00    1.100e+00   1   0          5   56   05    9.583e-01
     671     100000    4.790e-01   -1.771e+00    7.000e-01   -1.900e+00   1   0          5   56   24    9.583e-01
     671     100000    3.844e-01   -1.270e+00    5.000e-01   -1.500e+00   1   0          5   56   39    9.583e-01
     671     100000   -2.607e-01   -9.896e-01    0.000e+00   -1.000e+00   1   0          5   56   49    9.583e-01
     671     100000   -6.648e-01    3.135e-01   -5.000e-01    5.000e-01   1   0          5   57   01    9.583e-01
     671     100000   -1.711e+00   -8.585e-01   -2.000e+00   -8.000e-01   1   0          5   57   09    9.583e-01
     671     100000    3.855e-01   -1.317e+00    5.000e-01   -1.500e+00   1   0          5   57   23    9.583e-01
     671     100000    3.647e-01    1.609e+00    5.000e-01    1.800e+00   1   0          5   57   47    9.583e-01
     672     100000   -4.916e-02    7.109e-01    2.000e+00    1.500e+00   0   1          5   58   16    9.583e-01
     673     100000   -1.545e-01    1.311e+00   -1.000e-01    1.600e+00   1   0          5   58   38    9.583e-01
     673     100000    5.847e-01   -1.679e+00    7.000e-01   -1.900e+00   1   0          5   58   55    9.583e-01
     673     100000    1.187e-03    8.110e-01    2.000e+00    1.500e+00   0   1          5   59   14    9.583e-01
     674     100000   -1.782e+00   -8.543e-01   -2.000e+00   -8.000e-01   1   0          5   59   22    9.583e-01
     674     100000    6.689e-01   -1.641e+00    7.000e-01   -1.900e+00   1   0          5   59   40    9.583e-01
     674     100000   -1.323e+00    6.858e-01   -1.900e+00    1.100e+00   0   1          5   59   55    9.583e-01
     675     100000   -1.501e-01    1.327e+00   -1.000e-01    1.600e+00   1   0          6   00   15    9.583e-01
     675     100000   -5.547e-01    2.826e-01   -5.000e-01    5.000e-01   1   0          6   00   26    9.583e-01
     675     100000   -1.743e+00    8.773e-01   -1.900e+00    1.100e+00   1   0          6   00   45    9.583e-01
     675     100000   -1.703e-01    1.351e+00   -1.000e-01    1.600e+00   1   0          6   01   05    9.583e-01
     675     100000   -3.714e-02    1.328e+00    2.000e-01    1.500e+00   1   0          6   01   25    9.583e-01
     675     100000   -6.883e-01    3.251e-01   -5.000e-01    5.000e-01   1   0          6   01   36    9.583e-01
     675     100000   -2.028e-01   -8.615e-01    0.000e+00   -1.000e+00   1   0          6   01   47    9.583e-01
     675     100000    1.789e+00   -2.598e-01    1.900e+00   -5.000e-01   1   0          6   02   15    9.583e-01
     675     100000   -1.780e+00   -8.993e-01   -2.000e+00   -8.000e-01   1   0          6   02   24    9.583e-01
     675     100000    6.245e-01   -1.620e+00    7.000e-01   -1.900e+00   1   0          6   02   45    9.583e-01
     676     100000    1.054e+00   -1.643e+00    1.800e+00   -1.800e+00   0   1          6   03   23    9.583e-01
     677     100000   -1.704e+00    9.984e-01   -1.900e+00    1.100e+00   1   0          6   03   45    9.583e-01
     677     100000   -6.495e-01    3.215e-01   -5.000e-01    5.000e-01   1   0          6   03   57    9.583e-01
     677     100000    3.284e-01    1.613e+00    5.000e-01    1.800e+00   1   0          6   04   20    9.583e-01
     677     100000   -1.756e+00   -8.797e-01   -2.000e+00   -8.000e-01   1   0          6   04   30    9.583e-01
     677     100000    1.052e+00   -1.666e+00    1.800e+00   -1.800e+00   0   1          6   04   50    9.583e-01
     678     100000   -2.820e-01   -9.315e-01    0.000e+00   -1.000e+00   1   0          6   05   00    9.583e-01
     678     100000   -1.055e+00   -8.029e-01   -1.300e+00   -9.000e-01   1   0          6   05   03    9.583e-01
     678     100000    1.233e-01   -4.485e-01    6.000e-01    0.000e+00   0   1          6   05   24    9.583e-01
     679     100000    6.632e-01   -1.647e+00    7.000e-01   -1.900e+00   1   0          6   05   42    9.583e-01
     679     100000   -2.877e-01   -1.056e+00    0.000e+00   -1.000e+00   1   0          6   05   51    9.583e-01
     679     100000   -1.642e+00    1.116e+00   -1.900e+00    1.100e+00   1   0          6   06   10    9.583e-01
     679     100000    6.831e-01   -1.623e+00    7.000e-01   -1.900e+00   1   0          6   06   28    9.583e-01
     679     100000    2.233e-02    1.319e+00    2.000e-01    1.500e+00   1   0          6   06   50    9.583e-01
     679     100000    3.510e-01    1.612e+00    5.000e-01    1.800e+00   1   0          6   07   14    9.583e-01
     679     100000   -9.931e-01    7.500e-01   -1.000e+00    1.000e+00   1   0          6   07   28    9.583e-01
     679     100000   -1.748e-01    1.334e+00   -1.000e-01    1.600e+00   1   0          6   07   48    9.583e-01
     679     100000   -1.745e+00   -8.832e-01   -2.000e+00   -8.000e-01   1   0          6   07   57    9.583e-01
     679     100000    1.098e+00   -1.667e+00    1.800e+00   -1.800e+00   0   1          6   08   18    9.583e-01
     680     100000   -9.596e-01    7.431e-01   -1.000e+00    1.000e+00   1   0          6   08   33    9.583e-01
     680     100000   -3.107e-02   -1.777e-01    6.000e-01    0.000e+00   0   1          6   08   48    9.583e-01
     681     100000   -1.063e+00   -8.567e-01   -1.300e+00   -9.000e-01   1   0          6   08   52    9.583e-01
     681     100000   -1.635e+00    1.010e+00   -1.900e+00    1.100e+00   1   0          6   09   11    9.583e-01
     681     100000    1.590e+00   -1.733e+00    1.800e+00   -1.800e+00   1   0          6   09   37    9.583e-01
     681     100000    3.502e-01    1.633e+00    5.000e-01    1.800e+00   1   0          6   10   01    9.583e-01
     681     100000    3.989e-01   -1.254e+00    5.000e-01   -1.500e+00   1   0          6   10   17    9.583e-01
     681     100000    3.518e-01    1.567e+00    5.000e-01    1.800e+00   1   0          6   10   40    9.583e-01
     681     100000    4.026e-01   -1.261e+00    5.000e-01   -1.500e+00   1   0          6   10   57    9.583e-01
     681     100000    3.853e-01    1.611e+00    5.000e-01    1.800e+00   1   0          6   11   22    9.583e-01
     682     100000    1.835e+00    1.323e+00    2.000e+00    1.500e+00   1   0          6   12   23    9.583e-01
     682     100000   -1.669e+00    1.033e+00   -1.900e+00    1.100e+00   1   0          6   12   42    9.583e-01
     682     100000   -9.989e-01    7.610e-01   -1.000e+00    1.000e+00   1   0          6   12   57    9.583e-01
     682     100000    2.590e-02    1.315e+00    2.000e-01    1.500e+00   1   0          6   13   17    9.583e-01
     682     100000   -1.764e+00   -8.608e-01   -2.000e+00   -8.000e-01   1   0          6   13   26    9.583e-01
     682     100000   -1.085e+00   -7.998e-01   -1.300e+00   -9.000e-01   1   0          6   13   29    9.583e-01
     682     100000   -2.186e-01   -9.454e-01    0.000e+00   -1.000e+00   1   0          6   13   39    9.583e-01
     682     100000    1.762e+00   -3.306e-01    1.900e+00   -5.000e-01   1   0          6   14   07    9.583e-01
     682     100000   -8.759e-01   -1.761e+00   -1.000e+00   -2.000e+00   1   0          6   14   16    9.583e-01
     682     100000    1.784e+00   -2.365e-01    1.900e+00   -5.000e-01   1   0          6   14   44    9.583e-01
     682     100000   -1.745e+00   -8.368e-01   -2.000e+00   -8.000e-01   1   0          6   14   52    9.583e-01
     682     100000   -1.042e+00   -7.939e-01   -1.300e+00   -9.000e-01   1   0          6   14   55    9.583e-01
     682     100000   -5.975e-01    2.210e-01   -5.000e-01    5.000e-01   1   0          6   15   06    9.583e-01
     682     100000   -1.047e+00   -7.938e-01   -1.300e+00   -9.000e-01   1   0          6   15   09    9.583e-01
     683     100000    1.787e+00    1.378e+00    2.000e+00    1.500e+00   1   0          6   15   45    9.583e-01
     683     100000   -1.002e+00    7.421e-01   -1.000e+00    1.000e+00   1   0          6   15   59    9.583e-01
     683     100000   -6.951e-01    3.422e-01   -5.000e-01    5.000e-01   1   0          6   16   11    9.583e-01
     683     100000    4.939e-01   -1.733e+00    7.000e-01   -1.900e+00   1   0          6   16   29    9.583e-01
     683     100000   -1.720e+00    9.297e-01   -1.900e+00    1.100e+00   1   0          6   16   50    9.583e-01
     683     100000   -8.789e-01   -1.762e+00   -1.000e+00   -2.000e+00   1   0          6   16   59    9.583e-01
     683     100000    2.223e-02    1.332e+00    2.000e-01    1.500e+00   1   0          6   17   18    9.583e-01
     683     100000   -2.494e-01   -1.219e+00    7.000e-01   -1.900e+00   0   1          6   17   30    9.583e-01
     684     100000   -5.694e-01    2.146e-01   -5.000e-01    5.000e-01   1   0          6   17   41    9.583e-01
     684     100000   -1.707e+00    9.229e-01   -1.900e+00    1.100e+00   1   0          6   18   00    9.583e-01
     684     100000   -1.133e-01    1.335e+00   -1.000e-01    1.600e+00   1   0          6   18   19    9.583e-01
     684     100000   -6.274e-01    2.385e-01   -5.000e-01    5.000e-01   1   0          6   18   30    9.583e-01
     684     100000    1.055e-02    1.335e+00    2.000e-01    1.500e+00   1   0          6   18   51    9.583e-01
     684     100000   -1.004e+00   -1.746e+00   -1.000e+00   -2.000e+00   1   0          6   19   00    9.583e-01
     684     100000    6.375e-01   -1.657e+00    7.000e-01   -1.900e+00   1   0          6   19   19    9.583e-01
     684     100000    2.640e-01    1.664e+00    5.000e-01    1.800e+00   1   0          6   19   45    9.583e-01
     684     100000   -9.237e-01   -1.748e+00   -1.000e+00   -2.000e+00   1   0          6   19   55    9.583e-01
     684     100000   -5.896e-01    2.936e-01   -5.000e-01    5.000e-01   1   0          6   20   06    9.583e-01
     684     100000   -1.008e+00    7.189e-01   -1.000e+00    1.000e+00   1   0          6   20   21    9.583e-01
     685     100000    1.817e-02    1.311e+00    2.000e-01    1.500e+00   1   0          6   20   45    9.583e-01
     685     100000    2.152e-01   -4.025e-01    6.000e-01    0.000e+00   0   1          6   21   05    9.583e-01
     686     100000   -1.665e-01   -1.197e+00    7.000e-01   -1.900e+00   0   1          6   21   18    9.583e-01
     687     100000    3.302e-01   -1.296e+00    5.000e-01   -1.500e+00   1   0          6   21   34    9.583e-01
     687     100000   -1.677e+00    1.005e+00   -1.900e+00    1.100e+00   1   0          6   21   53    9.583e-01
